旭景家园 实用三房 厅出阳台 保养好 安静带花园,旭景家园,东圃,3室2厅 ,106.97, 北 , 简装 ,11,2002, 塔楼,14,23,5200000.0,48612,VR房源 房本满五年 
广园东路  电梯房实用两房 东南向 安静舒适 通风采光,广深铁路物业公司广园东住宅小区,沙河,2室1厅 ,64.58, 南 , 其他 ,9,1992, 塔楼,2, 4个月以前发布,2300000.0,35615,VR看装修 房本满五年 
地铁口，方正户型，采光通风俱佳,金建苑,粤垦,3室2厅 ,83.22, 南 , 精装 ,9,1995, 塔楼,11, 一年前发布,2700000.0,32445,VR看装修 房本满五年 
公园旁 科韵路五号线 厅出阳台正南向 大四房 户型方正,财政局宿舍,天河公园,4室2厅 ,145.0, 南 , 精装 ,10,1998, 塔楼,150, 一年前发布,4500000.0,31035,近地铁 VR看装修 房本满五年 
已改三房 可拎包入住 中间好楼层,棠德花园,棠下,3室2厅 ,89.07, 东南 , 其他 ,9,1997, 塔楼,14, 5个月以前发布,3000000.0,33682,VR看装修 房本满五年 
高楼层 采光好 交通便利 看房方便,羊城花园,东圃,3室1厅 ,82.0, 北 , 简装 ,6,2000, 塔楼,14, 7个月以前发布,3300000.0,40244,VR看装修 房本满五年 
天雅居，东南向望花园，业主诚意出售，房子五年唯一,天雅居,东圃,3室2厅 ,115.27, 东南 , 简装 ,13,1999, 塔楼,22, 6个月以前发布,3900000.0,33834,VR房源 房本满五年 
时代花生二期，高层舒适安静，环境优美，娱乐设备齐全,时代花生二期,沙太南,3室1厅 ,75.5, 北 , 其他 ,18,2008, 塔楼,8, 5个月以前发布,3950000.0,52318,VR看装修 房本满五年 
一手业主 装修三个月 装修30万,侨乐新村嘉德利湾,沙太南,3室2厅 ,104.45, 东 , 精装 ,11,2003, 塔楼,18, 一年前发布,4700000.0,44998,近地铁 VR房源 房本满五年 
低层、户型方正、精品装修、部局合理三房,棠德花园,棠下,3室2厅 ,89.0, 西北 , 精装 ,9,2000, 塔楼,20, 5个月以前发布,2680000.0,30113,VR看装修 房本满五年 
物资局大院 框架2房 业主自住 保养好,物资局大院,沙河,2室1厅 ,62.33, 南 北 , 精装 ,6,1987, 塔楼,22, 5个月以前发布,1960000.0,31446,VR看装修 房本满两年 
粤垦路五星阁 大两房 带阳台 格局方正,五星阁,燕塘,2室1厅 ,91.03, 西南 , 简装 ,26,2000, 塔楼,17, 一年前发布,3100000.0,34055,近地铁 VR房源 房本满五年 
富力新村 两房格局 高楼层采光通风好,富力新村,东圃,2室2厅 ,70.82, 南 , 其他 ,9,1994, 塔楼,41, 10个月以前发布,2000000.0,28241,VR看装修 房本满五年 
厅出阳台南向两房 全明户型 安静舒适,侨源新村,粤垦,2室2厅 ,77.82, 南 , 其他 ,9,1995, 塔楼,12, 6个月以前发布,2700000.0,34696,VR看装修 房本满五年 
棠德花园 成熟小区 两房一厅 中间楼层 64方195万,棠德花园,棠下,2室1厅 ,64.0, 北 , 其他 ,9,1997, 塔楼,10, 8个月以前发布,2100000.0,32813,近地铁 VR看装修 房本满五年 
小面积三房  多12平方的房间不算房产证面积,龙岗路,沙河,3室2厅 ,72.67, 南 , 简装 ,6,1990, 板楼,146, 一年前发布,2000000.0,27522,VR看装修 房本满五年 
天河时代花生3房  产权清晰  高楼层采光好,时代花生二期,沙太南,3室1厅 ,76.0, 北 , 其他 ,18,2008, 塔楼,16, 6个月以前发布,3930000.0,51711,VR看装修 房本满两年 
橡树园三房一厅，满五唯一，东南向望小区，户型方正,橡树园,沙太南,3室1厅 ,103.68, 东南 , 其他 ,17,2004, 塔楼,22, 3个月以前发布,4350000.0,41957,VR看装修 房本满五年 
此房南向安静，采光充足，空气流通，装修保养好,诚居花园,员村,3室1厅 ,70.0, 南 北 , 其他 ,9,1996, 塔楼,11, 1个月以前发布,3000000.0,42858,近地铁 VR看装修 房本满两年 
润华大厦 2室2厅 北,润华大厦,天润路,2室2厅 ,92.0, 北 , 其他 ,26,2000, 塔楼,0, 2个月以前发布,6500000.0,70653,VR房源 房本满五年 
，视野开阔，采光充足，价格便宜 有天台利用,建丽花园,长兴,3室1厅 ,82.08, 东 , 简装 ,11,2005, 塔楼,42, 9个月以前发布,3350000.0,40814,VR房源 房本满五年 
望华南植物园，景观好，安静舒适。,君林天下,龙洞,4室2厅 ,350.0, 南 , 精装 ,24,2003, 塔楼,31, 一年前发布,13800000.0,39429,近地铁 VR房源 房本满两年 
华工旁 方正两房 东边位南北对流 中层采光好,长福路,五山,2室2厅 ,83.86, 东南 , 其他 ,7,1997, 板楼,8, 5个月以前发布,3700000.0,44122,近地铁 VR房源 房本满五年 
沙河 富信广场 电梯南向2房 望广州塔 采光通风好,富信广场,沙河,2室1厅 ,90.45, 南 , 简装 ,30,1999, 塔楼,3, 4个月以前发布,3980000.0,44003,近地铁 VR看装修 房本满五年 
融达领寓 精装修 交通方便 总价低,融达领寓,科学城,3室1厅 ,66.42, 东 , 其他 ,9,2015, 塔楼,50, 一年前发布,1320000.0,19874,房本满五年 
地铁11号线田心村站400米（在建中） 精装电梯三房,广深铁路物业公司广园东住宅小区,沙河,3室1厅 ,59.32, 北 , 简装 ,9,1992, 塔楼,0, 2个月以前发布,2580000.0,43493,VR看装修 房本满两年 
"新装修，无按揭，交易方便，随时看房,南向",振东花园,东圃,2室1厅 ,80.6, 南 , 精装 ,7,1996, 塔楼,21, 5个月以前发布,2550000.0,31638,近地铁 VR看装修 房本满五年 
棠德花园  高层正规三房   看房方便,棠德花园,棠下,3室1厅 ,79.52, 西南 , 简装 ,9,1997, 塔楼,28, 一年前发布,2650000.0,33325,近地铁 VR看装修 房本满五年 
满五唯一，装修保养好，业主自住,富力花园,东圃,4室2厅 ,80.77, 南 北 , 精装 ,6,1999, 塔楼,60, 一年前发布,2300000.0,28476,VR看装修 房本满五年 
低密度小区，小区有幼儿园，健身设施,冠庭园,沙河,2室2厅 ,79.82, 东 , 其他 ,6,2001, 塔楼,5, 5个月以前发布,2640000.0,33075,VR看装修 房本满五年 
乐意居三房业主自住精装，电梯房中高层  采光视野好。,乐意居花园,长兴,3室2厅 ,82.07, 东 , 简装 ,9,1999, 塔楼,19, 10个月以前发布,3000000.0,36555,VR看装修 房本满五年 
电子宿舍 精装修三房 沙河顶旁边 先烈东,电子宿舍,沙河,3室2厅 ,75.39, 南 , 其他 ,7,1992, 塔楼,3, 2个月以前发布,2480000.0,32896,VR看装修 房本满两年 
富力新村 方正三房 采光好 交通便利,富力新村,东圃,3室1厅 ,81.2, 东 , 精装 ,9,1994, 塔楼,16, 一年前发布,2650000.0,32636,VR看装修 房本满五年 
"南向两房厅出阳台,楼矮层通风阳光好",员村二横路11号大院,员村,2室1厅 ,48.4, 南 北 , 其他 ,6,1994, 板楼,17, 9个月以前发布,4000000.0,82645,VR看装修 房本满五年 
广园东路 楼梯低层，实用3+1房，南北通透格局,广园东路,沙河,4室1厅 ,89.1, 南 北 , 简装 ,8,1999, 塔楼,4, 6个月以前发布,2900000.0,32548,VR看装修 房本满五年 
广园东路  电梯房实用两房 东南向 安静舒适 通风采光,广深铁路物业公司广园东住宅小区,沙河,2室1厅 ,64.58, 南 , 其他 ,9,1992, 塔楼,2, 4个月以前发布,2300000.0,35615,VR看装修 房本满五年 
小区正规三房，申请电梯中，厅出阳台格局方正,银利花苑,沙太南,3室2厅 ,92.46, 东北 , 其他 ,9,1997, 塔楼,3, 4个月以前发布,2950000.0,31906,VR看装修 房本满五年 
海外宿舍 3室2厅 南,海外宿舍,天河公园,3室2厅 ,52.52, 南 , 其他 ,9,2000, 塔楼,5, 7个月以前发布,2900000.0,55218,VR房源 房本满两年 
天河北苑 电梯大两房 产权清晰 诚心出售,天河北苑,沙太南,2室2厅 ,85.68, 东南 , 其他 ,9,1998, 塔楼,2, 2个月以前发布,2750000.0,32097,VR看装修 房本满两年 
此房是兴禺大厦里9层高加装电梯的 间隔好 实用两房,禺东西路,林和,2室1厅 ,73.0, 北 , 简装 ,9,1990, 塔楼,14, 7个月以前发布,2250000.0,30822,VR看装修 房本满五年 
乐意居花园4期 中间楼层 业主诚心出售 满五唯一,乐意居花园,长兴,3室1厅 ,96.18, 北 , 简装 ,9,1999, 塔楼,20, 一年前发布,3730000.0,38782,VR看装修 房本满五年 
视野开阔，采光通风好，户型方正，诚心出售,乐意居花园,长兴,2室2厅 ,76.4, 北 , 简装 ,9,1999, 塔楼,11, 一年前发布,2950000.0,38613,VR看装修 房本满五年 
隆基怡苑  电梯两房 东西南北对流 采光好 近地铁公交,隆基怡苑,沙太南,2室1厅 ,85.17, 东 南 , 精装 ,17,1999, 塔楼,44, 一年前发布,3180000.0,37338,VR房源 房本满五年 
两房一厅双阳台 新装修 户型方正  通风采光好,尚德大厦,龙口东,2室1厅 ,79.61, 西 , 其他 ,23,2003, 塔楼,4, 8个月以前发布,4500000.0,56526,VR看装修 房本满两年 
汇富花园，电梯大两房，户型方正采光好,汇富花园,粤垦,2室1厅 ,83.67, 东 , 简装 ,9,1995, 塔楼,4, 一年前发布,3380000.0,40397,VR看装修 房本满五年 
电梯高层 近燕塘地铁 实用三房 楼龄新,燕东大厦,粤垦,3室2厅 ,94.76, 东南 , 其他 ,15,2000, 塔楼,4, 4个月以前发布,3080000.0,32504,VR看装修 房本满两年 
金融城旁交通便利配套齐全精装好房,迎翠春庭,棠下,2室2厅 ,60.88, 南 , 其他 ,9,2000, 塔楼,4, 7个月以前发布,2200000.0,36137,近地铁 VR看装修 房本满两年 
棠德花园  正规二房  阳台南向,棠德花园,棠下,2室1厅 ,61.68, 南 , 精装 ,9,1997, 塔楼,27, 一年前发布,1940000.0,31453,近地铁 VR看装修 房本满两年 
望泳池 不吵，房子满五唯一，业主诚心出售,橡树园,沙太南,2室1厅 ,85.77, 北 西北 , 简装 ,16,2008, 塔楼,9, 10个月以前发布,4080000.0,47570,VR看装修 房本满五年 
侨乐新村二期 楼龄新 房屋装修保养好中间楼层采光好,侨乐新村,沙太南,3室2厅 ,96.92, 西北 , 其他 ,9,1995, 塔楼,8, 2个月以前发布,2940000.0,30335,VR看装修 房本满五年 
华工南秀村旁 南向两房 相对安静 电梯楼 方正实用,消防局宿舍,五山,2室1厅 ,62.08, 南 , 精装 ,9,2002, 塔楼,34, 一年前发布,3000000.0,48325,VR看装修 房本满两年 
天一新村 5室2厅 南,天一新村,粤垦,5室2厅 ,127.0, 南 , 简装 ,6,2008, 塔楼,1, 2个月以前发布,5900000.0,46457,VR房源 房本满五年 
岑村公安宿舍 高层南向两房 自住房子保养新 看房方便,岑村公安宿舍,岑村,2室1厅 ,89.2, 东南 , 简装 ,9,1994, 塔楼,25, 一年前发布,3000000.0,33633,VR看装修 房本满两年 
吉祥花园 南北对流  采光好 使用率高,吉祥花苑,华景新城,3室2厅 ,81.55, 南 北 , 其他 ,8,1999, 塔楼,23, 7个月以前发布,2400000.0,29430,VR房源 房本满两年 
慧仪楼  南北对流 采光好  使用率高  温馨三房,慧仪楼,华景新城,3室2厅 ,78.02, 南 北 , 简装 ,9,2000, 塔楼,24, 7个月以前发布,2780000.0,35632,VR房源 房本满两年 
侨乐新村 采光好 配套齐 看房方便,侨乐新村,沙太南,3室1厅 ,84.2, 南 , 简装 ,9,1995, 塔楼,6, 一年前发布,3400000.0,40381,VR房源 房本满五年 
天河峰景大3房、地铁口、交通方便。,天河峰景大厦,燕塘,3室2厅 ,112.0, 南 , 其他 ,28,2008, 塔楼,9, 9个月以前发布,5380000.0,48036,VR房源 房本满五年 
正规大两房.实用率高.装修保养好,富力花园,东圃,4室1厅 ,83.0, 东北 , 简装 ,6,1999, 塔楼,50, 一年前发布,2300000.0,27711,VR看装修 房本满五年 
五山 广电单位房 电梯带露台 南向三房,茶景园,五山,3室1厅 ,99.5, 南 , 精装 ,9,2000, 塔楼,24, 1个月以前发布,5200000.0,52262,近地铁 VR看装修 房本满两年 
大院管理电梯房，中间楼层，户型好,金园大厦,沙河,3室1厅 ,87.0, 北 南 , 其他 ,18,1997, 塔楼,11, 5个月以前发布,2850000.0,32759,VR看装修 房本满两年 
天河广场 高楼层南向物业 格局方正 采光充足 近金融区,天河广场,东圃,3室2厅 ,98.85, 南 , 其他 ,23,1996, 塔楼,3, 6个月以前发布,3400000.0,34396,VR看装修 房本满五年 
珠江新城 实用舒适三房 干净整洁 满五年 户口无占,保利心语花园,珠江新城中,3室2厅 ,109.46, 北 , 精装 ,32,2008, 塔楼,86, 2个月以前发布,13500000.0,123333,VR看装修 房本满五年 
五山地铁上 实用两房 南北对流 业主诚售,岳洲路,五山,2室1厅 ,59.07, 南 , 其他 ,6,1986, 板楼,27, 一年前发布,2750000.0,46555,VR看装修 房本满五年 
振东花园 大三房格局方正，视野宽阔，采光充足,振东花园,东圃,3室2厅 ,91.36, 南 北 , 其他 ,7,1996, 塔楼,3, 3个月以前发布,2930000.0,32071,VR看装修 房本满五年 
电梯房，东南向，业主自住诚心卖，随时看房,建业路华翠街,天河公园,3室2厅 ,96.31, 南 , 其他 ,9,1997, 塔楼,7, 8个月以前发布,4700000.0,48801,VR房源 房本满两年 
电梯南向两房 原始户型 产权清晰 过五年,棠德花园,棠下,2室1厅 ,63.53, 西南 , 简装 ,29,1997, 塔楼,17, 8个月以前发布,2450000.0,38565,VR看装修 房本满五年 
红棉阁 电梯房 精装三房 楼下在建地铁,广信红棉阁,天河南,3室2厅 ,102.52, 东南 , 精装 ,25,1997, 塔楼,59, 5个月以前发布,4900000.0,47796,近地铁 VR看装修 房本满五年 
原装电梯房，环境安静，配套不错,绿怡居,水荫,3室1厅 ,109.92, 西南 , 简装 ,9,2003, 塔楼,73, 一年前发布,4750000.0,43214,VR看装修 房本满五年 
物资局大院 方正户型两房  大院管理 采光通风,物资局大院,沙河,2室1厅 ,63.66, 南 北 , 简装 ,6,1987, 塔楼,32, 一年前发布,2060000.0,32360,近地铁 VR看装修 房本满五年 
诚居花园 方正两房 南向 采光好 实用,诚居花园,员村,2室1厅 ,75.69, 东南 , 简装 ,9,1996, 塔楼,53, 10个月以前发布,2730000.0,36069,近地铁 VR房源 房本满五年 
电梯方正三房 厅直出阳台 通风采光好,枫华苑,华景新城,3室2厅 ,90.69, 东北 , 精装 ,9,1997, 塔楼,37, 10个月以前发布,4700000.0,51825,VR房源 房本满两年 
"此房南北对流,户型方正,全明户,邻近天河公园采光好",同乐花苑,华景新城,2室1厅 ,75.0, 南 , 精装 ,7,1995, 塔楼,103, 8个月以前发布,1900000.0,25334,VR看装修 房本满五年 
信诚小区精装修保养很好业主诚心卖,信成小区,体育中心,2室1厅 ,71.74, 北 东 , 其他 ,7,1995, 塔楼,50, 9个月以前发布,5200000.0,72484,近地铁 VR房源 房本满五年 
华工旁 水务局单位房改房 望华工,水务局三防办,五山,3室2厅 ,98.76, 东北 , 精装 ,9,2000, 塔楼,17, 6个月以前发布,3600000.0,36453,VR看装修 房本满五年 
君林天下高层复式带大露台 安静望植物园 视野无遮挡,君林天下,龙洞,4室2厅 ,199.7, 南 , 精装 ,18,2003, 塔楼,16, 10个月以前发布,13500000.0,67602,近地铁 VR房源 房本满五年 
侨翠苑 正规三房 单边位 视野好,侨翠苑,沙河,3室1厅 ,93.82, 东北 , 简装 ,9,1994, 塔楼,57, 10个月以前发布,2350000.0,25048,VR看装修 房本满两年 
乐意居花苑二期 主卧朝南 舒适大三房 业主急售,乐意居花园,长兴,3室2厅 ,109.69, 北 , 精装 ,8,1999, 塔楼,8, 4个月以前发布,4180000.0,38108,VR房源 房本满两年 
橡树园 电梯高层视野开阔对泳池 装修保养新净 采光好,橡树园,沙太南,2室1厅 ,76.16, 西北 , 其他 ,16,2008, 塔楼,1, 1个月以前发布,3150000.0,41361,VR看装修 房本满两年 
岗顶2007年空中花园小区-高层双阳台视野开阔#,阳光都会广场,石牌,3室2厅 ,105.2, 西北 , 简装 ,20,2007, 塔楼,39, 1个月以前发布,6600000.0,62738,近地铁 VR看装修 房本满五年 
楼层好，望花园采光很好。配套设施齐全，交通便利,羊城花园,东圃,3室1厅 ,82.2, 北 , 精装 ,6,2000, 塔楼,21, 8个月以前发布,3500000.0,42580,VR看装修 房本满五年 
嘉诚国际公寓 住宅性质 环境安静,嘉诚国际公寓,水荫,3室2厅 ,159.45, 东南 , 其他 ,29,2007, 塔楼,8, 5个月以前发布,7790000.0,48856,VR房源 房本满两年 
安骏大厦高层 大户型 格局方正,安骏大厦,珠江新城东,3室2厅 ,130.64, 南 东 , 其他 ,28,1999, 塔楼,23, 一年前发布,12000000.0,91856,VR看装修 房本满五年 
电梯小区，安静不吵，中层三房，价格实惠，近地铁。,豪景花园,沙河,3室1厅 ,96.85, 东北 , 其他 ,20,2004, 塔楼,4, 一年前发布,4000000.0,41301,VR房源 房本满两年 
户型方正 厅出阳台 很多朝向 看房方便   装修很好,贤人阁,龙口西,2室2厅 ,82.17, 西北 , 其他 ,22,1997, 塔楼,2, 8个月以前发布,4800000.0,58416,VR看装修 房本满两年 
天河 沙河 豪景花园 方正3房 客厅大 安静 采光好,豪景花园,沙河,4室2厅 ,99.76, 南 , 其他 ,19,2009, 塔楼,5, 4个月以前发布,4000000.0,40097,VR看装修 房本满五年 
本小区难得的户型出售  两房两厅两卫两阳台 厅大房大,豪景花园,沙河,3室2厅 ,122.66, 北 , 简装 ,20,2004, 塔楼,2, 3个月以前发布,4920000.0,40111,VR房源 房本满两年 
联发名苑 大3房 带平台 户型方正实用 交通方便,联发名苑,粤垦,3室2厅 ,93.56, 东南 , 其他 ,9,1996, 塔楼,1, 2个月以前发布,3380000.0,36127,VR看装修 房本满五年 
正规电梯三房，采光好，满五唯一,侨乐新村,沙太南,3室2厅 ,97.57, 东南 , 其他 ,8,1995, 塔楼,5, 3个月以前发布,3200000.0,32797,VR看装修 房本满五年 
侨乐新村 中层三房 近天平架地铁 成熟小区,侨乐新村,沙太南,3室1厅 ,97.42, 东北 , 简装 ,9,1995, 塔楼,12, 一年前发布,3110000.0,31924,VR看装修 房本满五年 
188万买市区两房，安静南北对流，业主诚意出售,员村新村,员村,2室1厅 ,40.87, 东 北 , 其他 ,5,1980, 板楼,14, 5个月以前发布,1880000.0,46000,VR看装修 房本满两年 
华颖花园 加装电梯，产权清晰，通透格局,华颖花园,员村,2室2厅 ,83.0, 南 , 简装 ,9,1999, 塔楼,23, 5个月以前发布,3850000.0,46386,VR房源 房本满五年 
诚心出售，二期望花园，实用率高达95%，业主置换三房,乐意居花园,长兴,2室1厅 ,66.95, 西 , 简装 ,9,1999, 塔楼,24, 5个月以前发布,2280000.0,34056,VR看装修 房本满五年 
近地铁6号线天平架站 出行便利,侨乐新村,沙太南,2室2厅 ,65.07, 北 , 其他 ,9,1995, 塔楼,11, 一年前发布,2650000.0,40726,VR看装修 房本满两年 
